pref,muni,code,did_pop,did_pop_pct,urban,urban_naisui,records,years,first_year,last_year,area_takuchi_km2,area_km2,yukaue,yukashita,buildings,buildings_台風,buildings_梅雨前線,buildings_豪雨・その他,buildings_その他,kubochi_records,has_a51,hires_dem_pref
茨城県,水戸市,08201,174150,64.3,True,False,35,7,2011,2023,0.021,0.384,22.0,34.0,56.0,28.0,6.0,22.0,0.0,6,False,False
兵庫県,赤穂市,28212,29076,63.4,True,False,10,2,2012,2017,0.02,0.02,1.0,55.0,56.0,7.0,49.0,0.0,0.0,5,False,True
石川県,かほく市,,0,0.0,False,False,9,1,2023,2023,0.022,0.022,2.0,54.0,56.0,0.0,56.0,0.0,0.0,5,False,False
神奈川県,横浜市戸塚区,14110,270765,95.5,True,False,9,3,2014,2019,0.004,0.004,34.0,22.0,56.0,48.0,0.0,8.0,0.0,1,False,True
静岡県,西伊豆町,,0,0.0,False,False,6,1,2013,2013,0.038,0.038,8.0,48.0,56.0,0.0,0.0,56.0,0.0,0,False,True
山形県,舟形町,,0,0.0,False,False,27,6,2013,2020,0.01,0.062,1.0,55.0,56.0,4.0,0.0,52.0,0.0,0,False,False
埼玉県,和光市,11229,83546,99.5,True,False,21,1,2014,2014,0.004,0.004,25.0,31.0,56.0,0.0,56.0,0.0,0.0,0,False,False
東京都,江東区,13108,524310,100.0,True,False,17,4,2010,2014,0.013,0.013,15.0,40.0,55.0,27.0,0.0,28.0,0.0,0,False,True
神奈川県,南足柄市,14217,31957,78.2,True,False,14,3,2010,2019,0.021,0.021,8.0,47.0,55.0,55.0,0.0,0.0,0.0,0,False,True
石川県,内灘町,17365,21422,80.6,True,False,5,2,2016,2023,0.157,0.282,8.0,47.0,55.0,0.0,53.0,2.0,0.0,0,False,False
愛知県,半田市,23205,104191,88.4,True,False,18,1,2013,2013,0.044,0.044,16.0,39.0,55.0,0.0,0.0,55.0,0.0,0,False,False
佐賀県,伊万里市,41205,12792,24.3,False,False,49,7,2010,2021,0.03,2.02,4.0,51.0,55.0,10.0,5.0,40.0,0.0,0,False,False
岡山県,津山市,33203,25202,25.2,False,False,22,6,2010,2023,0.01,0.01,15.0,40.0,55.0,38.0,3.0,14.0,0.0,0,False,False
兵庫県,福崎町,,0,0.0,False,False,28,2,2011,2012,0.011,0.011,0.0,55.0,55.0,55.0,0.0,0.0,0.0,0,False,True
福岡県,筑紫野市,40217,76653,74.2,True,False,14,4,2010,2023,0.011,0.011,41.0,14.0,55.0,3.0,26.0,26.0,0.0,0,False,False
福島県,二本松市,07210,9377,17.5,False,False,26,3,2010,2019,0.361,0.375,26.0,29.0,55.0,45.0,0.0,10.0,0.0,0,False,False
埼玉県,久喜市,11232,98566,65.5,True,False,28,4,2011,2019,0.007,0.01,12.0,42.0,54.0,51.0,0.0,3.0,0.0,0,False,False
佐賀県,鳥栖市,41203,50374,67.9,True,False,30,10,2012,2023,0.04,7.634,33.0,21.0,54.0,30.0,8.0,16.0,0.0,5,False,False
宮城県,利府町,04406,11721,33.3,False,False,12,2,2011,2019,0.108,0.108,34.0,20.0,54.0,54.0,0.0,0.0,0.0,2,False,False
広島県,竹原市,34203,6084,25.4,False,False,7,2,2010,2021,0.034,0.034,9.0,45.0,54.0,0.0,54.0,0.0,0.0,0,False,False
富山県,滑川市,16206,6736,20.8,False,False,11,4,2012,2022,0.025,0.025,6.0,48.0,54.0,0.0,0.0,54.0,0.0,0,False,False
千葉県,香取市,12236,8922,12.3,False,False,23,5,2010,2023,0.028,0.028,7.0,47.0,54.0,51.0,0.0,3.0,0.0,5,False,False
宮崎県,串間市,,0,0.0,False,False,18,5,2010,2020,0.045,0.045,4.0,50.0,54.0,31.0,14.0,9.0,0.0,0,False,False
兵庫県,川西市,28217,146514,96.1,True,False,18,2,2012,2014,0.005,0.007,4.0,50.0,54.0,13.0,0.0,41.0,0.0,0,False,True
長野県,松本市,20202,149054,61.8,True,False,37,3,2010,2013,0.008,0.008,5.0,49.0,54.0,7.0,0.0,47.0,0.0,0,False,False
兵庫県,相生市,28208,15591,55.0,True,False,1,1,2017,2017,0.002,0.002,5.0,49.0,54.0,54.0,0.0,0.0,0.0,0,False,True
愛知県,犬山市,23215,35638,48.8,False,False,10,2,2011,2017,0.002,0.002,7.0,46.0,53.0,0.0,0.0,53.0,0.0,0,False,False
茨城県,筑西市,08227,14061,14.0,False,False,75,6,2010,2019,0.005,8.213,9.0,44.0,53.0,34.0,0.0,19.0,0.0,0,False,False
鹿児島県,伊佐市,,0,0.0,False,False,26,2,2011,2021,0.011,3.351,31.0,22.0,53.0,0.0,53.0,0.0,0.0,0,False,False
大阪府,茨木市,27211,277984,96.6,True,False,11,1,2012,2012,0.018,0.018,26.0,27.0,53.0,0.0,0.0,53.0,0.0,0,False,False
徳島県,阿波市,,0,0.0,False,False,21,2,2011,2014,0.091,0.401,10.0,43.0,53.0,53.0,0.0,0.0,0.0,0,False,False
三重県,東員町,24324,11887,46.1,False,False,13,3,2011,2019,0.034,0.101,6.0,47.0,53.0,1.0,0.0,52.0,0.0,0,False,False
愛知県,あま市,23237,71101,82.6,True,False,4,2,2012,2013,0.006,0.006,1.0,52.0,53.0,24.0,0.0,29.0,0.0,0,False,False
大阪府,泉南市,27228,47818,79.6,True,False,13,2,2010,2014,0.033,0.033,6.0,47.0,53.0,16.0,37.0,0.0,0.0,0,False,False
北海道,清水町,,0,0.0,False,False,11,1,2016,2016,0.673,0.893,18.0,35.0,53.0,53.0,0.0,0.0,0.0,0,False,False
愛媛県,愛南町,,0,0.0,False,False,53,1,2011,2011,0.008,0.008,12.0,41.0,53.0,0.0,0.0,53.0,0.0,0,False,False
福岡県,春日市,40218,111022,100.0,True,False,16,1,2010,2010,0.019,0.019,7.0,45.0,52.0,0.0,52.0,0.0,0.0,0,False,False
神奈川県,横浜市金沢区,14108,197689,99.4,True,False,17,2,2015,2019,0.068,0.068,45.0,7.0,52.0,31.0,0.0,21.0,0.0,0,False,True
福島県,小野町,,0,0.0,False,False,12,3,2011,2019,0.054,0.055,8.0,44.0,52.0,52.0,0.0,0.0,0.0,0,False,False
三重県,玉城町,,0,0.0,False,False,10,1,2017,2017,0.039,0.039,17.0,35.0,52.0,52.0,0.0,0.0,0.0,0,False,False
岐阜県,瑞浪市,21208,13116,35.3,False,False,54,4,2011,2017,0.009,0.009,6.0,46.0,52.0,41.0,0.0,11.0,0.0,48,False,False
茨城県,坂東市,08228,8754,16.7,False,False,5,2,2015,2019,0.015,2.575,5.0,47.0,52.0,49.0,0.0,3.0,0.0,0,False,False
長崎県,諫早市,42204,62806,47.0,False,False,30,1,2011,2011,0.025,1.11,12.0,39.0,51.0,0.0,0.0,51.0,0.0,0,False,False
福岡県,広川町,,0,0.0,False,False,10,1,2012,2012,0.005,0.005,5.0,46.0,51.0,0.0,51.0,0.0,0.0,0,False,False
沖縄県,那覇市,47201,316580,99.7,True,False,15,4,2012,2023,0.001,0.001,26.0,25.0,51.0,40.0,0.0,11.0,0.0,0,False,False
千葉県,南房総市,,0,0.0,False,False,13,2,2018,2019,0.016,0.016,2.0,49.0,51.0,50.0,0.0,1.0,0.0,0,False,False
千葉県,成田市,12211,87148,65.6,True,False,30,2,2013,2021,0.008,0.008,16.0,35.0,51.0,50.0,1.0,0.0,0.0,1,False,False
岩手県,一戸町,,0,0.0,False,False,12,1,2013,2013,0.007,0.007,3.0,48.0,51.0,51.0,0.0,0.0,0.0,0,False,False
静岡県,掛川市,22213,32071,27.9,False,False,2,2,2014,2022,0.31,0.31,13.0,38.0,51.0,51.0,0.0,0.0,0.0,0,False,True
福岡県,苅田町,40621,26338,69.9,True,False,24,3,2010,2018,0.013,0.013,5.0,45.0,50.0,22.0,28.0,0.0,0.0,0,False,False
熊本県,玉名市,43206,12264,19.1,False,False,18,5,2010,2021,0.012,0.012,8.0,42.0,50.0,3.0,38.0,9.0,0.0,0,False,False
秋田県,男鹿市,,0,0.0,False,False,41,4,2011,2022,0.011,0.127,10.0,40.0,50.0,27.0,0.0,23.0,0.0,3,False,False
北海道,長万部町,,0,0.0,False,False,23,2,2012,2013,0.103,0.103,24.0,26.0,50.0,0.0,0.0,50.0,0.0,0,False,False
茨城県,日立市,08202,145634,83.5,True,False,7,2,2012,2013,0.022,0.022,7.0,43.0,50.0,0.0,0.0,50.0,0.0,1,False,False
広島県,三原市,34204,44685,49.3,False,False,23,2,2013,2021,0.007,0.007,16.0,34.0,50.0,0.0,50.0,0.0,0.0,0,False,False
大阪府,大阪市鶴見区,27124,112691,100.0,True,False,2,1,2012,2012,0.006,0.006,1.0,48.0,49.0,1.0,0.0,48.0,0.0,0,False,False
千葉県,流山市,12220,182632,91.4,True,False,5,3,2013,2017,0.007,0.007,1.0,48.0,49.0,46.0,3.0,0.0,0.0,2,False,False
三重県,尾鷲市,24209,8540,52.5,True,False,13,1,2011,2011,0.01,0.01,15.0,33.0,48.0,48.0,0.0,0.0,0.0,0,False,False
大分県,九重町,,0,0.0,False,False,13,1,2020,2020,0.01,0.01,0.0,48.0,48.0,0.0,48.0,0.0,0.0,0,False,False
大阪府,大阪市城東区,27118,169043,100.0,True,False,6,3,2012,2015,0.006,0.006,3.0,45.0,48.0,5.0,0.0,43.0,0.0,0,False,False
東京都,東村山市,13213,151743,100.0,True,False,47,5,2010,2023,0.001,0.001,7.0,41.0,48.0,38.0,9.0,1.0,0.0,1,False,True
新潟県,新発田市,15206,49405,52.0,True,False,16,3,2014,2022,0.019,0.019,3.0,45.0,48.0,1.0,7.0,40.0,0.0,0,False,False
香川県,さぬき市,37206,5612,11.9,False,False,14,1,2011,2011,0.066,0.066,6.0,41.0,47.0,47.0,0.0,0.0,0.0,0,False,False
千葉県,千葉市花見川区,12102,158033,89.2,True,False,16,5,2013,2023,0.012,0.012,15.0,32.0,47.0,34.0,3.0,10.0,0.0,1,False,False
千葉県,習志野市,12216,175993,99.9,True,False,11,3,2010,2013,0.004,0.004,34.0,13.0,47.0,31.0,0.0,16.0,0.0,0,False,False
埼玉県,行田市,11206,47256,60.1,True,False,17,4,2011,2019,0.032,0.032,7.0,40.0,47.0,47.0,0.0,0.0,0.0,0,False,False
沖縄県,沖縄市,47211,133572,93.6,True,False,27,7,2010,2020,0.011,0.011,32.0,15.0,47.0,29.0,3.0,15.0,0.0,0,False,False
神奈川県,横浜市磯子区,14107,163226,97.9,True,False,19,4,2013,2019,0.012,0.012,33.0,14.0,47.0,10.0,1.0,36.0,0.0,1,False,True
奈良県,三郷町,29343,22267,95.9,True,False,9,2,2014,2017,0.073,0.073,20.0,26.0,46.0,46.0,0.0,0.0,0.0,0,False,False
沖縄県,北中城村,,0,0.0,False,False,7,3,2013,2015,0.06,0.06,26.0,20.0,46.0,18.0,0.0,28.0,0.0,0,False,False
埼玉県,宮代町,11442,19334,56.7,True,False,3,3,2011,2019,0.009,0.039,6.0,39.0,45.0,44.0,0.0,1.0,0.0,0,False,False
福島県,喜多方市,07208,11112,24.8,False,False,15,2,2019,2022,0.006,0.008,5.0,40.0,45.0,1.0,0.0,44.0,0.0,0,False,False
兵庫県,養父市,,0,0.0,False,False,19,3,2017,2023,0.029,0.08,7.0,38.0,45.0,45.0,0.0,0.0,0.0,0,False,True
長野県,茅野市,20214,11835,21.0,False,False,7,5,2010,2018,0.057,0.057,25.0,20.0,45.0,39.0,5.0,1.0,0.0,0,False,False
石川県,加賀市,17206,12777,20.2,False,False,17,4,2010,2018,0.099,0.735,3.0,42.0,45.0,40.0,5.0,0.0,0.0,0,False,False
石川県,羽咋市,17207,5663,27.8,False,False,16,4,2014,2022,0.05,0.075,2.0,43.0,45.0,5.0,1.0,39.0,0.0,0,True,False
福岡県,糸田町,,0,0.0,False,False,2,2,2012,2018,0.006,0.006,0.0,45.0,45.0,1.0,44.0,0.0,0.0,0,False,False
石川県,金沢市,17201,399221,86.2,True,False,19,6,2011,2023,0.083,0.286,4.0,40.0,44.0,2.0,7.0,35.0,0.0,0,False,False
青森県,大鰐町,,0,0.0,False,False,24,2,2010,2013,0.007,0.041,9.0,35.0,44.0,38.0,0.0,6.0,0.0,0,False,False
香川県,宇多津町,37386,12423,66.4,True,False,4,2,2016,2017,0.084,0.084,0.0,44.0,44.0,44.0,0.0,0.0,0.0,0,True,False
栃木県,那須烏山市,,0,0.0,False,False,15,5,2011,2019,0.009,1.549,23.0,21.0,44.0,44.0,0.0,0.0,0.0,0,False,False
埼玉県,伊奈町,11301,37553,83.8,True,False,6,4,2013,2023,0.011,0.011,14.0,30.0,44.0,14.0,28.0,2.0,0.0,1,False,False
山形県,三川町,,0,0.0,False,False,32,5,2010,2020,0.017,3.222,25.0,19.0,44.0,0.0,2.0,42.0,0.0,0,False,False
鹿児島県,大崎町,,0,0.0,False,False,5,3,2010,2020,0.028,0.072,15.0,29.0,44.0,0.0,32.0,12.0,0.0,0,False,False
鹿児島県,日置市,46216,5176,11.0,False,False,30,4,2010,2020,0.011,0.011,2.0,41.0,43.0,0.0,41.0,2.0,0.0,0,False,False
愛知県,名古屋市昭和区,23107,107599,100.0,True,False,11,4,2011,2021,0.382,0.382,8.0,35.0,43.0,2.0,1.0,40.0,0.0,0,False,False
茨城県,笠間市,08216,5138,7.0,False,False,28,4,2012,2016,0.007,0.398,8.0,34.0,42.0,22.0,19.0,1.0,0.0,0,False,False
和歌山県,印南町,,0,0.0,False,False,4,3,2010,2023,0.081,0.081,1.0,41.0,42.0,39.0,0.0,3.0,0.0,0,False,False
徳島県,美波町,,0,0.0,False,False,6,4,2014,2021,0.004,0.004,6.0,36.0,42.0,38.0,0.0,4.0,0.0,3,False,False
沖縄県,石垣市,47207,32253,67.7,True,False,3,2,2014,2015,0.032,0.032,25.0,17.0,42.0,1.0,41.0,0.0,0.0,0,False,False
青森県,野辺地町,,0,0.0,False,False,10,2,2013,2016,0.004,0.018,11.0,30.0,41.0,41.0,0.0,0.0,0.0,0,False,False
島根県,美郷町,,0,0.0,False,False,19,4,2013,2021,0.047,0.213,11.0,30.0,41.0,29.0,1.0,11.0,0.0,0,False,False
兵庫県,たつの市,28229,13709,18.4,False,False,17,3,2012,2017,0.007,0.007,6.0,35.0,41.0,23.0,10.0,8.0,0.0,0,False,True
福島県,川俣町,,0,0.0,False,False,7,3,2010,2015,0.002,0.002,5.0,36.0,41.0,30.0,0.0,11.0,0.0,0,False,False
愛知県,扶桑町,23362,25932,76.0,True,False,29,6,2013,2022,0.048,0.048,0.0,41.0,41.0,6.0,1.0,34.0,0.0,16,False,False
愛知県,安城市,23212,129121,68.7,True,False,17,6,2011,2023,0.013,0.013,8.0,33.0,41.0,10.0,10.0,21.0,0.0,1,False,False
愛知県,東郷町,23302,28487,64.9,True,False,12,1,2012,2012,0.009,0.009,12.0,28.0,40.0,0.0,0.0,40.0,0.0,0,False,False
沖縄県,南城市,,0,0.0,False,False,4,1,2011,2011,0.272,0.272,19.0,21.0,40.0,0.0,0.0,40.0,0.0,0,False,False
埼玉県,東松山市,11212,45947,50.1,True,False,28,7,2012,2022,0.151,0.151,10.0,30.0,40.0,16.0,0.0,24.0,0.0,0,False,False
千葉県,長南町,,0,0.0,False,False,13,3,2013,2023,0.032,0.042,20.0,20.0,40.0,40.0,0.0,0.0,0.0,1,False,False
静岡県,三島市,22206,83728,77.7,True,False,17,4,2015,2023,0.024,0.024,7.0,33.0,40.0,27.0,11.0,2.0,0.0,1,False,True
北海道,稚内市,01214,26159,77.9,True,False,18,5,2011,2020,0.01,16.995,17.0,23.0,40.0,0.0,0.0,40.0,0.0,2,False,False
山形県,上山市,06207,15611,53.6,True,False,15,4,2010,2018,0.007,0.007,6.0,33.0,39.0,22.0,0.0,17.0,0.0,0,False,False
鹿児島県,屋久島町,,0,0.0,False,False,12,8,2010,2019,0.005,0.005,2.0,37.0,39.0,13.0,19.0,7.0,0.0,0,False,False
埼玉県,戸田市,11224,140878,100.0,True,False,25,5,2013,2018,0.012,0.012,6.0,33.0,39.0,32.0,6.0,1.0,0.0,0,False,False
北海道,小樽市,01203,92939,83.5,True,False,41,1,2010,2010,0.006,0.006,12.0,27.0,39.0,0.0,0.0,39.0,0.0,0,False,False
栃木県,那須町,,0,0.0,False,False,28,2,2011,2019,0.01,0.02,26.0,13.0,39.0,39.0,0.0,0.0,0.0,0,False,False
福岡県,築上町,,0,0.0,False,False,16,3,2012,2020,0.009,0.27,0.0,39.0,39.0,11.0,28.0,0.0,0.0,2,False,False
茨城県,つくばみらい市,08235,12778,25.6,False,False,17,2,2013,2023,0.539,0.662,2.0,37.0,39.0,39.0,0.0,0.0,0.0,0,False,False
岩手県,奥州市,03215,25043,22.2,False,False,28,1,2013,2013,0.004,0.004,2.0,37.0,39.0,0.0,39.0,0.0,0.0,0,False,False
奈良県,橿原市,29205,94037,77.8,True,False,27,2,2017,2023,0.004,0.004,0.0,39.0,39.0,11.0,0.0,28.0,0.0,0,False,False
静岡県,浜松市西区,22133,52682,48.7,False,False,13,4,2015,2023,5.256,5.838,17.0,22.0,39.0,23.0,0.0,16.0,0.0,0,False,True
山口県,美祢市,,0,0.0,False,False,6,2,2010,2015,0.049,0.049,11.0,28.0,39.0,9.0,30.0,0.0,0.0,0,False,False
福井県,越前市,18209,27985,34.7,False,False,14,2,2013,2022,0.062,0.062,1.0,38.0,39.0,0.0,0.0,39.0,0.0,12,False,False
岩手県,住田町,,0,0.0,False,False,17,3,2013,2016,0.006,0.006,2.0,36.0,38.0,3.0,34.0,1.0,0.0,0,False,False
埼玉県,さいたま市浦和区,11107,164780,100.0,True,False,25,6,2013,2020,0.088,0.088,11.0,27.0,38.0,17.0,0.0,21.0,0.0,0,False,False
茨城県,小美玉市,,0,0.0,False,False,81,6,2010,2023,0.01,3.304,16.0,22.0,38.0,21.0,0.0,17.0,0.0,1,False,False
鹿児島県,枕崎市,46204,8087,40.4,False,False,16,1,2016,2016,0.017,0.017,1.0,37.0,38.0,38.0,0.0,0.0,0.0,0,False,False
鹿児島県,宇検村,,0,0.0,False,False,6,2,2010,2012,0.028,0.028,11.0,27.0,38.0,29.0,0.0,9.0,0.0,0,False,False
京都府,京丹波町,,0,0.0,False,False,22,3,2011,2014,0.012,0.05,3.0,35.0,38.0,38.0,0.0,0.0,0.0,0,False,False
広島県,庄原市,,0,0.0,False,False,16,4,2010,2020,0.004,0.004,8.0,30.0,38.0,7.0,8.0,23.0,0.0,0,False,False
鹿児島県,南九州市,,0,0.0,False,False,12,1,2016,2016,0.018,0.018,4.0,34.0,38.0,38.0,0.0,0.0,0.0,0,False,False
千葉県,九十九里町,,0,0.0,False,False,5,4,2013,2023,0.408,0.428,12.0,25.0,37.0,35.0,2.0,0.0,0.0,2,False,False
福島県,鏡石町,,0,0.0,False,False,7,2,2010,2011,0.006,0.006,2.0,35.0,37.0,22.0,0.0,15.0,0.0,0,False,False
東京都,昭島市,13207,107357,94.2,True,False,15,5,2010,2017,0.002,0.002,2.0,35.0,37.0,16.0,1.0,20.0,0.0,0,False,True
群馬県,藤岡市,10209,17152,27.1,False,False,19,4,2011,2015,0.013,0.021,1.0,36.0,37.0,25.0,0.0,12.0,0.0,0,False,False
宮城県,美里町,,0,0.0,False,False,18,4,2011,2022,0.009,0.375,2.0,35.0,37.0,30.0,0.0,7.0,0.0,0,False,False
千葉県,いすみ市,,0,0.0,False,False,24,4,2011,2023,0.029,0.029,10.0,26.0,36.0,29.0,0.0,7.0,0.0,20,False,False
大阪府,羽曳野市,27222,98257,90.4,True,False,6,4,2010,2019,0.001,0.001,0.0,36.0,36.0,3.0,4.0,29.0,0.0,0,False,False
兵庫県,三田市,28219,81941,75.0,True,False,7,1,2014,2014,0.009,0.009,2.0,34.0,36.0,5.0,0.0,31.0,0.0,0,False,True
兵庫県,加東市,28228,5855,14.4,False,False,16,4,2010,2018,0.011,0.011,15.0,21.0,36.0,23.0,0.0,13.0,0.0,0,False,True
岐阜県,高山市,21203,34502,40.9,False,False,11,2,2014,2020,0.006,0.006,6.0,30.0,36.0,0.0,4.0,32.0,0.0,0,False,False
埼玉県,さいたま市西区,11101,71080,76.1,True,False,22,5,2013,2019,0.318,0.318,12.0,24.0,36.0,35.0,0.0,1.0,0.0,0,False,False
長野県,佐久市,20217,19098,19.4,False,False,5,2,2013,2014,0.061,0.061,0.0,35.0,35.0,33.0,2.0,0.0,0.0,0,False,False
北海道,旭川市,01204,306545,93.1,True,False,11,5,2010,2017,0.062,0.069,8.0,27.0,35.0,28.0,0.0,7.0,0.0,4,False,False
北海道,砂川市,01226,5033,30.5,False,False,11,2,2010,2016,0.098,0.107,3.0,32.0,35.0,27.0,0.0,8.0,0.0,0,False,False
栃木県,矢板市,09211,9948,31.9,False,False,19,2,2011,2019,0.015,0.015,7.0,27.0,34.0,34.0,0.0,0.0,0.0,17,False,False
新潟県,阿賀町,,0,0.0,False,False,15,5,2016,2022,0.062,0.093,3.0,31.0,34.0,28.0,5.0,1.0,0.0,1,False,False
新潟県,新潟市東区,15102,127886,95.1,True,False,15,2,2013,2022,0.184,0.184,18.0,16.0,34.0,0.0,1.0,33.0,0.0,14,False,False
茨城県,常陸大宮市,,0,0.0,False,False,6,3,2011,2019,0.065,0.396,14.0,20.0,34.0,34.0,0.0,0.0,0.0,0,False,False
大阪府,堺市堺区,27141,148682,100.0,True,False,6,1,2012,2012,0.003,0.003,1.0,33.0,34.0,32.0,0.0,2.0,0.0,0,False,False
兵庫県,朝来市,,0,0.0,False,False,2,1,2010,2010,0.022,0.022,0.0,34.0,34.0,0.0,0.0,34.0,0.0,0,False,True
愛媛県,今治市,38202,59586,39.3,False,False,34,7,2011,2023,0.005,0.005,0.0,34.0,34.0,13.0,7.0,14.0,0.0,0,False,False
鳥取県,三朝町,,0,0.0,False,False,15,3,2011,2023,0.005,0.006,9.0,24.0,33.0,10.0,23.0,0.0,0.0,0,False,True
福島県,会津若松市,07202,84370,71.9,True,False,19,6,2010,2023,0.004,0.004,9.0,24.0,33.0,9.0,1.0,23.0,0.0,0,False,False
神奈川県,川崎市,14130,1527291,99.3,True,False,8,2,2010,2011,0.029,0.029,22.0,11.0,33.0,0.0,0.0,33.0,0.0,0,False,True
山口県,長門市,,0,0.0,False,False,14,3,2010,2023,0.011,0.011,7.0,26.0,33.0,31.0,2.0,0.0,0.0,0,False,False
山口県,防府市,35206,74241,65.1,True,False,18,4,2010,2023,0.01,0.01,1.0,32.0,33.0,0.0,32.0,1.0,0.0,0,False,False
奈良県,斑鳩町,29344,24066,87.2,True,False,25,5,2010,2018,0.004,1.718,0.0,33.0,33.0,0.0,0.0,33.0,0.0,14,False,False
宮崎県,新富町,,0,0.0,False,False,10,4,2016,2023,0.105,1.117,12.0,21.0,33.0,33.0,0.0,0.0,0.0,6,False,False
奈良県,御所市,29208,8049,33.4,False,False,30,6,2010,2017,0.011,0.011,3.0,30.0,33.0,24.0,0.0,9.0,0.0,0,False,False
埼玉県,本庄市,11211,45115,57.4,True,False,5,2,2011,2022,0.011,0.019,4.0,29.0,33.0,29.0,0.0,4.0,0.0,1,False,False
大阪府,島本町,27301,30122,97.4,True,False,1,1,2012,2012,0.106,0.106,15.0,17.0,32.0,0.0,0.0,32.0,0.0,0,False,False
秋田県,にかほ市,,0,0.0,False,False,9,3,2010,2013,0.003,0.003,7.0,25.0,32.0,0.0,2.0,30.0,0.0,0,False,False
鳥取県,日南町,,0,0.0,False,False,35,5,2010,2018,0.016,0.068,6.0,26.0,32.0,6.0,25.0,1.0,0.0,0,False,True
大阪府,堺市,27140,788173,95.4,True,False,25,2,2010,2011,0.008,0.008,10.0,21.0,31.0,0.0,2.0,29.0,0.0,0,False,False
奈良県,河合町,29427,10032,58.9,True,False,6,2,2013,2017,0.027,0.929,6.0,25.0,31.0,31.0,0.0,0.0,0.0,0,False,False
徳島県,藍住町,36403,5347,15.2,False,False,8,2,2011,2014,0.005,0.005,0.0,31.0,31.0,31.0,0.0,0.0,0.0,0,False,False
岡山県,新見市,,0,0.0,False,False,14,3,2011,2013,0.004,0.004,0.0,31.0,31.0,5.0,20.0,6.0,0.0,0,False,False
和歌山県,日高町,,0,0.0,False,False,8,2,2011,2023,0.037,0.037,13.0,18.0,31.0,31.0,0.0,0.0,0.0,0,False,False
香川県,多度津町,37404,6890,30.7,False,False,8,3,2016,2021,0.05,0.05,1.0,30.0,31.0,28.0,3.0,0.0,0.0,0,False,False
福井県,勝山市,18206,9027,40.8,False,False,20,5,2011,2023,0.003,0.056,2.0,29.0,31.0,0.0,11.0,20.0,0.0,0,False,False
千葉県,富里市,12233,17754,35.7,False,False,2,2,2010,2013,0.003,0.003,1.0,29.0,30.0,30.0,0.0,0.0,0.0,0,False,False
北海道,厚沢部町,,0,0.0,False,False,64,2,2010,2013,0.006,1.295,28.0,2.0,30.0,0.0,0.0,30.0,0.0,0,False,False
京都府,京都市東山区,26105,35395,96.7,True,False,17,4,2010,2020,0.003,0.003,5.0,25.0,30.0,16.0,10.0,4.0,0.0,0,False,False
岩手県,葛巻町,,0,0.0,False,False,23,4,2010,2020,0.015,0.173,8.0,22.0,30.0,7.0,0.0,23.0,0.0,0,False,False
静岡県,下田市,,0,0.0,False,False,4,3,2017,2020,0.005,0.005,10.0,20.0,30.0,3.0,2.0,25.0,0.0,4,False,True
岡山県,浅口市,,0,0.0,False,False,9,4,2012,2018,0.186,0.648,0.0,30.0,30.0,26.0,3.0,1.0,0.0,0,False,False
青森県,十和田市,02206,26838,44.4,False,False,9,3,2010,2022,0.009,0.009,11.0,19.0,30.0,3.0,0.0,27.0,0.0,4,False,False
宮城県,岩沼市,04211,32931,74.7,True,False,27,4,2010,2019,0.008,4.035,7.0,23.0,30.0,27.0,0.0,3.0,0.0,25,False,False
愛知県,名古屋市南区,23112,134510,100.0,True,False,9,3,2012,2020,0.762,0.762,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0,False,False
群馬県,大泉町,10524,36730,87.3,True,False,3,1,2019,2019,0.206,0.206,0.0,30.0,30.0,30.0,0.0,0.0,0.0,0,False,False
福井県,大野市,18205,12792,40.9,False,False,16,3,2017,2023,0.005,0.005,8.0,21.0,29.0,8.0,4.0,17.0,0.0,0,False,False
神奈川県,横浜市泉区,14116,137329,90.1,True,False,11,4,2014,2019,0.004,0.004,12.0,17.0,29.0,21.0,0.0,8.0,0.0,2,False,True
岩手県,遠野市,,0,0.0,False,False,24,4,2011,2015,0.004,0.004,1.0,28.0,29.0,8.0,7.0,14.0,0.0,0,False,False
愛知県,北名古屋市,23234,76046,88.0,True,False,5,5,2013,2020,0.001,0.001,5.0,24.0,29.0,8.0,1.0,20.0,0.0,0,False,False
北海道,古平町,,0,0.0,False,False,4,1,2010,2010,0.028,0.028,8.0,21.0,29.0,0.0,0.0,29.0,0.0,0,False,False
京都府,大山崎町,26303,15057,94.4,True,False,7,2,2012,2013,0.01,0.01,14.0,15.0,29.0,5.0,0.0,24.0,0.0,0,False,False
神奈川県,海老名市,14215,127325,93.3,True,False,17,3,2010,2014,0.003,0.003,11.0,18.0,29.0,7.0,0.0,22.0,0.0,0,False,True
神奈川県,厚木市,14212,194615,87.0,True,False,19,5,2010,2020,0.003,0.003,4.0,24.0,28.0,19.0,0.0,9.0,0.0,2,False,True
鳥取県,境港市,31204,15805,48.3,False,False,4,1,2021,2021,0.013,0.013,1.0,27.0,28.0,0.0,28.0,0.0,0.0,0,False,True
岡山県,瀬戸内市,,0,0.0,False,False,9,3,2011,2017,0.015,2.528,10.0,18.0,28.0,20.0,0.0,8.0,0.0,2,False,False
石川県,中能登町,,0,0.0,False,False,16,5,2013,2022,0.011,0.013,0.0,28.0,28.0,1.0,1.0,26.0,0.0,0,False,False
大阪府,大阪市中央区,27128,103726,100.0,True,False,3,2,2012,2015,0.005,0.005,0.0,28.0,28.0,2.0,0.0,26.0,0.0,0,False,False
